Taxid;Kingdom;Phylum;Class;Order;Family;Genus;Species;Annotation_type;Accession;Submitting_institution;Submitting_country;Submitting_continent;Submitting_region;South_or_north;Assembly_level;Contig_n50;Log_contig_n50;Display_name;Common_name;NCBI_rank;Our_rank;Assembly_length;Log_length;Submission_date;Sequencing_technology;Tech_coarse;Data_timepoint;Project_title
37003;Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Rivulidae;Kryptolebias;Kryptolebias marmoratus;GENOME_GFF;GCF_001649575.2;Washington State University;USA;North America;North America;global_north;Chromosome;57646;4,76;ASM164957v2;mangrove rivulus;SPECIES;species;680638340;8,83;16.11.20;Illumina HiSeq;short;2021_January;Kryptolebias marmoratus genome sequencing and assembly
451745;Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Rivulidae;Nematolebias;Nematolebias whitei;GENOME_GFF;GCF_014905685.1;Michigan State University;USA;North America;North America;global_north;Scaffold;19984;4,3;NemWhi1;Rio pearlfish;SPECIES;species;1218316901;9,09;22.10.20;Illumina;short;2021_January;Nematolebias whitei genome sequence
118141;Eukaryota;Chordata;Actinopteri;Elopiformes;Megalopidae;Megalops;Megalops cyprinoides;GENOME_GFF;GCF_013368585.1;Vertebrate Genomes Project;USA;North America;North America;global_north;Chromosome;26850664;7,43;fMegCyp1.pri;Indo-Pacific tarpon;SPECIES;species;959241634;8,98;23.06.20;"PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS";long;2021_January;Megalops cyprinoides (Indo-Pacific tarpon) genome, fMegCyp1, primary haplotype
8010;Eukaryota;Chordata;Actinopteri;Esociformes;Esocidae;Esox;Esox lucius;GENOME_GFF;GCF_011004845.1;Vertebrate Genomes Project;USA;North America;North America;global_north;Chromosome;22630263;7,35;fEsoLuc1.pri;northern pike;SPECIES;species;918731919;8,96;05.03.20;"PacBio Sequel; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS";long;2021_January;Esox lucius (northern pike) genome, fEsoLuc1, primary haplotype
126735;Eukaryota;Chordata;Actinopteri;Esociformes;Esocidae;Esox;Esox masquinongy;;GCA_016801255.1;INRA;France;Europe;Europe;global_north;Scaffold;22589;4,35;ASM1680125v1;muskellunge;SPECIES;species;1093763249;9,04;02.02.21;Illumina HiSeq2500;short;2021_June;Sex determination in the Esociformes
184451;Eukaryota;Chordata;Actinopteri;Esociformes;Esocidae;Esox;Esox niger;;GCA_016801105.1;INRA;France;Europe;Europe;global_north;Scaffold;30390;4,48;ASM1680110v1;chain pickerel;SPECIES;species;859849040;8,93;02.02.21;Illumina HiSeq2500;short;2021_June;Sex determination in the Esociformes
75939;Eukaryota;Chordata;Actinopteri;Esociformes;Umbridae;Dallia;Dallia pectoralis;;GCA_016801195.1;INRA;France;Europe;Europe;global_north;Scaffold;5062;3,70;ASM1680119v1;Alaska blackfish;SPECIES;species;855481869;8,93;02.02.21;Illumina HiSeq2500;short;2021_June;Sex determination in the Esociformes
75937;Eukaryota;Chordata;Actinopteri;Esociformes;Umbridae;Novumbra;Novumbra hubbsi;;GCA_016801125.1;INRA;France;Europe;Europe;global_north;Scaffold;17942;4,25;ASM1680112v1;;SPECIES;species;756192656;8,88;02.02.21;Illumina HiSeq2500;short;2021_June;Sex determination in the Esociformes
75934;Eukaryota;Chordata;Actinopteri;Esociformes;Umbridae;Umbra;Umbra pygmaea;;GCA_016801145.1;INRA;France;Europe;Europe;global_north;Scaffold;7736;3,89;ASM1680114v1;eastern mudminnow;SPECIES;species;1950255054;9,29;02.02.21;Illumina HiSeq2500;short;2021_June;Sex determination in the Esociformes
630652;Eukaryota;Chordata;Actinopteri;Gadiformes;Bregmacerotidae;Bregmaceros;Bregmaceros cantori;;GCA_900302395.1;CEES;Norway;Europe;Europe;global_north;Scaffold;4452;3,65;ASM90030239v1;striped codlet;SPECIES;species;1144104325;9,06;30.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
185735;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Arctogadus;Arctogadus glacialis;;GCA_900303235.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3282;3,52;ASM90030323v1;Arctic cod;SPECIES;species;428791846;8,63;19.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
44932;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Boreogadus;Boreogadus saida;;GCA_900302515.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3221;3,51;ASM90030251v1;;SPECIES;species;412070465;8,61;19.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
185737;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Gadiculus;Gadiculus argenteus;;GCA_900302595.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3379;3,53;ASM90030259v1;silvery cod;SPECIES;species;396767394;8,6;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
1042646;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;;GCA_900302575.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3603;3,56;ASM90030257v1;walleye pollock;SPECIES;species;448868398;8,65;19.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
8049;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus morhua;other: GCF_902167405.1;GCA_010882105.1;CIGENE;Norway;Europe;Europe;global_north;Chromosome;10559872;7,02;gadMor_Celtic;Atlantic cod;SPECIES;species;684268512;8,84;21.02.20;"Oxford Nanopore PromethION; Illumina MiSeq";long;2021_January;Gadus morhua Genome sequencing and assembly
8056;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Melanogrammus;Melanogrammus aeglefinus;;GCA_900291075.1;CEES;Norway;Europe;Europe;global_north;Scaffold;77605;4,89;MAEA_1;haddock;SPECIES;species;652790733;8,81;19.03.18;N/A;none;2021_January;Genomic architecture of haddock (Melanogrammus aeglefinus) shows expansions of innate immune genes and short tandem repeats
8058;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Merlangius;Merlangius merlangus;;GCA_900323355.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3538;3,55;ASM90032335v1;whiting;SPECIES;species;423942190;8,63;26.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
8060;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Pollachius;Pollachius virens;;GCA_900312635.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3457;3,54;ASM90031263v1;saithe;SPECIES;species;394927939;8,6;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
80722;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Trisopterus;Trisopterus minutus;;GCA_900302415.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3248;3,51;ASM90030241v1;poor cod;SPECIES;species;334717091;8,52;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
81638;Eukaryota;Chordata;Actinopteri;Gadiformes;Lotidae;Brosme;Brosme brosme;;GCA_900302425.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3682;3,57;ASM90030242v1;tusk;SPECIES;species;412731310;8,62;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
69944;Eukaryota;Chordata;Actinopteri;Gadiformes;Lotidae;Lota;Lota lota;;GCA_900302385.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3803;3,58;ASM90030238v1;burbot;SPECIES;species;397499185;8,6;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
163112;Eukaryota;Chordata;Actinopteri;Gadiformes;Lotidae;Molva;Molva molva;;GCA_900323295.1;CEES;Norway;Europe;Europe;global_north;Scaffold;4136;3,62;ASM90032329v1;ling;SPECIES;species;437480619;8,64;26.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
630650;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Bathygadus;Bathygadus melanobranchus;;GCA_900302375.1;CEES;Norway;Europe;Europe;global_north;Scaffold;4956;3,7;ASM90030237v1;Vaillant's grenadier;SPECIES;species;431202967;8,63;19.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
163118;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;Coryphaenoides rupestris;;GCA_002895965.1;Molecular Ecology Group, Department of Biosciences, Durham University;United Kingdom;Europe;Europe;global_north;Scaffold;20848;4,32;ASM289596v1;roundnose grenadier;SPECIES;species;829208733;8,92;23.01.18;"Illumina HiSeq; PacBio";long;2021_January;Coryphaenoides rupestris isolate:MGRH-2017 Genome sequencing and assembly
473319;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Macrourus;Macrourus berglax;;GCA_900302365.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3353;3,53;ASM90030236v1;onion-eye grenadier;SPECIES;species;399875629;8,6;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
630739;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Malacocephalus;Malacocephalus occidentalis;;GCA_900312585.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3697;3,57;ASM90031258v1;western softhead grenadier;SPECIES;species;350339566;8,54;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
241836;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Trachyrincus;Trachyrincus murrayi;;GCA_900323305.1;CEES;Norway;Europe;Europe;global_north;Scaffold;6231;3,79;ASM90032330v1;roughnose grenadier;SPECIES;species;452416606;8,66;26.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
562814;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Trachyrincus;Trachyrincus scabrus;;GCA_900303215.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3900;3,59;ASM90030321v1;roughsnout grenadier;SPECIES;species;369861760;8,57;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
181410;Eukaryota;Chordata;Actinopteri;Gadiformes;Melanonidae;Melanonus;Melanonus zugmayeri;;GCA_900302345.1;CEES;Norway;Europe;Europe;global_north;Scaffold;4562;3,66;ASM90030234v1;arrowtail;SPECIES;species;432902915;8,64;19.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
89947;Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius capensis;;GCA_900312945.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3792;3,58;ASM90031294v1;shallow-water Cape hake;SPECIES;species;414317329;8,62;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
8063;Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius merluccius;;GCA_900312545.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3670;3,56;ASM90031254v1;European hake;SPECIES;species;401034705;8,6;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
89951;Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius polli;;GCA_900312625.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3471;3,54;ASM90031262v1;Benguela hake;SPECIES;species;401149128;8,6;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
1784819;Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Laemonema;Laemonema laureysi;;GCA_900303225.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3431;3,54;ASM90030322v1;;SPECIES;species;306494646;8,49;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
248765;Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Mora;Mora moro;;GCA_900303205.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3267;3,51;Mora mora assembly;;SPECIES;species;344961111;8,54;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
487677;Eukaryota;Chordata;Actinopteri;Gadiformes;Muraenolepididae;Muraenolepis;Muraenolepis marmorata;;GCA_900302325.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3126;3,49;ASM90030232v1;marbled moray cod;SPECIES;species;416390766;8,62;19.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
163115;Eukaryota;Chordata;Actinopteri;Gadiformes;Phycidae;Phycis;Phycis blennoides;;GCA_900302315.1;CEES;Norway;Europe;Europe;global_north;Scaffold;4532;3,66;ASM90030231v1;;SPECIES;species;416766999;8,62;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
349666;Eukaryota;Chordata;Actinopteri;Gadiformes;Phycidae;Phycis;Phycis phycis;;GCA_900302335.1;CEES;Norway;Europe;Europe;global_north;Scaffold;3458;3,54;ASM90030233v1;;SPECIES;species;346335180;8,54;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
946358;Eukaryota;Chordata;Actinopteri;Galaxiiformes;Galaxiidae;Aplochiton;Aplochiton taeniatus;;GCA_017639675.1;Vertebrate Genomes Project;USA;North America;North America;global_north;Chromosome;956540;5,98;fAplTae1.pri;;SPECIES;species;461946147;8,66;30.03.21;"PacBio Sequel CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS";long;2021_June;Aplochiton taeniatus (Peladilla) genome, fAplTae1, primary haplotype
86224;Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Bostrychus;Bostrychus sinensis;;GCA_018703735.1;Xiamen University;China;Asia;Asia;global_south;Scaffold;101659;5,01;ASM1870373v1;four-eyed sleeper;SPECIES;species;865237151;8,94;03.06.21;Illumina HiSeq;short;2021_June;Sequence data for genomes and specific loci of Bostrychus sinensis
150288;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Boleophthalmus;Boleophthalmus pectinirostris;GENOME_GFF;GCF_000788275.1;BGI-shenzhen;China;Asia;Asia;global_south;Scaffold;20438;4,31;BP.fa;great blue-spotted mudskipper;SPECIES;species;955735039;8,98;02.12.14;Hiseq 2000;short;2021_January;Boleophthalmus pectinirostris isolate:wild Genome sequencing and assembly
166741;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Chaenogobius;Chaenogobius annularis;;GCA_015082035.1;The University of Tokyo;Japan;Asia;Asia;global_north;Scaffold;803221;5,9;agohaze_1;forktongue goby;SPECIES;species;747409675;8,87;21.10.20;"HiSeq 2500; PacBio RS II";long;2021_January;Population genomics of Chaenogobius annularis
1365564;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Lesueurigobius;Lesueurigobius sanzi;;GCA_900303255.1;CEES;Norway;Europe;Europe;global_north;Scaffold;6729;3,83;ASM90030325v1;Sanzo's goby;SPECIES;species;810626388;8,91;21.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
314003;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Lythrypnus;Lythrypnus dalli;;GCA_011763505.1;IRIDIAN GENOMES;USA;North America;North America;global_north;Scaffold;8114;3,91;ASM1176350v1;bluebanded goby;SPECIES;species;830691505;8,92;27.03.20;Illumina;short;2021_January;Lythrypnus dalli Genome sequencing and assembly
88201;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Mugilogobius;Mugilogobius chulae;;GCA_016735935.1;Guangdong Laboratory Animals Monitoring Institute;China;Asia;Asia;global_south;Chromosome;701221;5,85;ASM1673593v1;yellowstripe goby;SPECIES;species;1003362100;9,00;27.01.21;"Illumina HiSeq; PacBio RS";long;2021_June;Mugilogobius chulae isolate:GDLAMIinbred7-2019 Genome sequencing and assembly
47308;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Neogobius;Neogobius melanostomus;;GCA_007210695.1;University of Basel;Switzerland;Europe;Europe;global_north;Contig;2817412;6,45;RGoby_Basel_V2;round goby;SPECIES;species;1003738541;9;22.07.19;PacBio;long;2021_January;Neogobius melanostomus isolate:20150602_KH_C Genome sequencing and assembly
1365757;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Periophthalmodon;Periophthalmodon schlosseri;;GCA_000787095.1;BGI-Shenzhen;China;Asia;Asia;global_south;Scaffold;16946;4,23;PS.fa;giant mudskipper;SPECIES;species;679761122;8,83;02.12.14;Hiseq 2000;short;2021_January;Periophthalmodon schlosseri isolate:wild Genome sequencing and assembly
409849;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Periophthalmus;Periophthalmus magnuspinnatus;GENOME_GFF;GCF_009829125.1;Vertebrate Genomes Project;USA;North America;North America;global_north;Chromosome;2301275;6,36;fPerMag1.pri;;SPECIES;species;752605361;8,88;03.01.20;"PacBio Sequel I CLR; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS";long;2021_January;Periophthalmus magnuspinnatus (Korean giant-fin mudskipper) genome, fPerMag1, primary haplotype
166764;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Scartelaos;Scartelaos histophorus;;GCA_000787155.1;BGI-shenzhen;China;Asia;Asia;global_south;Scaffold;8806;3,94;SH.fa;walking goby;SPECIES;species;695008792;8,84;02.12.14;Hiseq 2000;short;2021_January;Scartelaos histophorus isolate:wild Genome sequencing and assembly
29144;Eukaryota;Chordata;Actinopteri;Gonorynchiformes;Chanidae;Chanos;Chanos chanos;GENOME_GFF;GCF_902362185.1;SC;United Kingdom;Europe;Europe;global_north;Chromosome;23134051;7,36;fChaCha1.1;milkfish;SPECIES;species;656912816;8,82;14.08.19;N/A;none;2021_January;Chanos chanos (milkfish) genome assembly, fChaCha1
8005;Eukaryota;Chordata;Actinopteri;Gymnotiformes;Gymnotidae;Electrophorus;Electrophorus electricus;GENOME_GFF;GCF_013358815.1;Vertebrate Genomes Project;USA;North America;North America;global_north;Chromosome;7062559;6,85;fEleEle1.pri;electric eel;SPECIES;species;589358956;8,77;23.06.20;"PacBio Sequel I CLR; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS";long;2021_January;Electrophorus electricus (electric eel) genome, fEleEle1, primary haplotype
722565;Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Holocentrus;Holocentrus rufus;;GCA_900302615.1;CEES;Norway;Europe;Europe;global_north;Scaffold;9243;3,97;ASM90030261v1;longspine squirrelfish;SPECIES;species;649757301;8,81;19.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
371672;Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Myripristis;Myripristis jacobus;;GCA_900302555.1;CEES;Norway;Europe;Europe;global_north;Scaffold;9816;3,99;ASM90030255v1;blackbar soldierfish;SPECIES;species;720396841;8,86;21.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
586833;Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Myripristis;Myripristis murdjan;GENOME_GFF;GCF_902150065.1;SC;United Kingdom;Europe;Europe;global_north;Chromosome;14475636;7,16;fMyrMur1.1;pinecone soldierfish;SPECIES;species;835254674;8,92;03.07.19;N/A;none;2021_January;Myripristis murdjan (pinecone soldierfish) genome assembly, fMyrMur1
47706;Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Neoniphon;Neoniphon sammara;;GCA_900302535.1;CEES;Norway;Europe;Europe;global_north;Scaffold;8761;3,94;ASM90030253v1;Sammara squirrelfish;SPECIES;species;659225728;8,82;21.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
13575;Eukaryota;Chordata;Actinopteri;Istiophoriformes;Istiophoridae;Istiophorus;Istiophorus platypterus;;GCA_016859345.1;Institute of Deep-Sea Science and Engineering, Chinese Academy of Sciences;China;Asia;Asia;global_south;Chromosome;11851605;7,07;ASM1685934v1;Indo-Pacific sailfish;SPECIES;species;614110775;8,79;12.02.21;"Oxford Nanopore GridION; Illumina HiSeq; Illumina";long;2021_June;The genomes of two billfishes provide insights into the evolution of endothermy  in teleosts
8245;Eukaryota;Chordata;Actinopteri;Istiophoriformes;Xiphiidae;Xiphias;Xiphias gladius;GENOME_GFF;GCF_016859285.1;Institute of Deep-Sea Science and Engineering, Chinese Academy of Sciences;China;Asia;Asia;global_south;Chromosome;5252707;6,72;ASM1685928v1;swordfish;SPECIES;species;691763775;8,84;12.02.21;"Oxford Nanopore GridION; Illumina HiSeq; Illumina";long;2021_June;The genomes of two billfishes provide insights into the evolution of endothermy  in teleosts
375764;Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Sphaeramia;Sphaeramia orbicularis;GENOME_GFF;GCF_902148855.1;SC;United Kingdom;Europe;Europe;global_north;Chromosome;2360121;6,37;fSphaOr1.1;orbiculate cardinalfish;SPECIES;species;1342662642;9,13;03.07.19;N/A;none;2021_January;Sphaeramia orbicularis (orbiculate cardinalfish) genome assembly, fSphaOr1
241271;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cheilinus;Cheilinus undulatus;GENOME_GFF;GCF_018320785.1;Shanghai Ocean University;China;Asia;Asia;global_south;Chromosome;16477222;7,22;ASM1832078v1;humphead wrasse;SPECIES;species;1173455521;9,07;12.05.21;Oxford Nanopore;long;2021_June;the endangered humphead Wrasse Chromosome-level genome sequencing
56723;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Labrus;Labrus bergylta;GENOME_GFF;GCF_900080235.1;National Institute of nutrition and seafood research;Norway;Europe;Europe;global_north;Scaffold;703847;5,85;BallGen_V1;ballan wrasse;SPECIES;species;805480521;8,91;03.05.16;N/A;none;2021_January;Sequencing of the ballan wrasse (Labrus bergylta) genome
1203425;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Notolabrus;Notolabrus celidotus;GENOME_GFF;GCF_009762535.1;Vertebrate Genomes Project;USA;North America;North America;global_north;Chromosome;3748462;6,57;fNotCel1.pri;New Zealand spotty;SPECIES;species;846744125;8,93;18.12.19;"PacBio Sequel I CLR; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS";long;2021_January;Notolabrus celidotus (New Zealand spotty wrasse) genome,  fNotCel1, primary haplotype
171736;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Symphodus;Symphodus melops;;GCA_002819105.1;University of Agder;Norway;Europe;Europe;global_north;Contig;461652;5,66;ASM281910v1;corkwing wrasse;SPECIES;species;614569099;8,79;05.12.17;"PacBio; Illumina HiSeq";long;2021_January;Corkwing wrasse genetics in Northern Europe
76338;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma bifasciatum;;GCA_008086565.1;University of Otago;New Zealand;Oceania;Oceania;global_north;Scaffold;122955;5,09;UOO_Thbifa_1.2;bluehead;SPECIES;species;1095910316;9,04;02.08.19;Illumina HiSeq;short;2021_January;Thalassoma bifasciatum Genome sequencing and assembly
81370;Eukaryota;Chordata;Actinopteri;Lampriformes;Lampridae;Lampris;Lampris guttatus;;GCA_900302545.1;CEES;Norway;Europe;Europe;global_north;Scaffold;4051;3,61;ASM90030254v1;North Atlantic opah;SPECIES;species;849277706;8,93;30.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
81389;Eukaryota;Chordata;Actinopteri;Lampriformes;Regalecidae;Regalecus;Regalecus glesne;;GCA_900302585.1;CEES;Norway;Europe;Europe;global_north;Scaffold;6781;3,83;ASM90030258v1;king of herrings;SPECIES;species;656003707;8,82;20.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
1333648;Eukaryota;Chordata;Actinopteri;Lobotiformes;Datnioididae;Datnioides;Datnioides undecimradiatus;;GCA_008933995.1;BGI;China;Asia;Asia;global_south;Scaffold;3802431;6,58;BGI_Dund_1.0;Mekong tiger perch;SPECIES;species;595034438;8,77;10.10.19;BGI_seq500;short;2021_January;Datnioides undecimradiatus Genome sequencing and assembly
882753;Eukaryota;Chordata;Actinopteri;Lophiiformes;Antennariidae;Antennarius;Antennarius maculatus;;GCA_013358685.1;Vertebrate Genomes Project;USA;North America;North America;global_north;Chromosome;10114706;7;fAntMac1.pri;warty frogfish;SPECIES;species;549930323;8,74;12.06.20;"PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS";long;2021_January;Antennarius maculatus (warty frogfish) genome, fAntMac1, primary haplotype
241820;Eukaryota;Chordata;Actinopteri;Lophiiformes;Antennariidae;Antennarius;Antennarius striatus;;GCA_900303275.1;CEES;Norway;Europe;Europe;global_north;Scaffold;6086;3,78;ASM90030327v1;striated frogfish;SPECIES;species;441856641;8,65;19.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
8074;Eukaryota;Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius piscatorius;;GCA_009660295.1;Nord university;Norway;Europe;Europe;global_north;Contig;104538;5,02;BF2_Nord;angler;SPECIES;species;747363853;8,87;13.11.19;Illumina HiSeq;short;2021_January;Lophius piscatorius Genome sequencing and assembly
370040;Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Planiliza;Planiliza haematocheilus;;GCA_005024645.1;Jeju National University;South Korea;Asia;Asia;global_north;Contig;3973280;6,6;Liza_haematocheila_0.1;so-iny mullet;SPECIES;species;747342729;8,87;01.05.19;"PacBio Sequel; Illumina HiSeq";long;2021_January;Planiliza haematocheilus isolate:Korea Genome sequencing and assembly
125796;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema glaciale;;GCA_900323375.1;CEES;Norway;Europe;Europe;global_north;Scaffold;4393;3,64;ASM90032337v1;glacier lanternfish;SPECIES;species;676314385;8,83;26.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
670423;Eukaryota;Chordata;Actinopteri;Ophidiiformes;Bythitidae;Lucifuga;Lucifuga dentata;GENOME_GFF;GCA_014773175.1;EGCE - CNRS Gif-sur-Yvette;France;Europe;Europe;global_north;Scaffold;62305;4,79;Ldentata1.0;toothed Cuban cusk-eel;SPECIES;species;630651555;8,8;28.09.20;Illumina HiSeq;short;2021_January;Lucifuga dentata isolate:DC2019 Genome sequencing and assembly
1491482;Eukaryota;Chordata;Actinopteri;Ophidiiformes;Carapidae;Carapus;Carapus acus;;GCA_900312935.1;CEES;Norway;Europe;Europe;global_north;Scaffold;9554;3,98;ASM90031293v1;pearlfish;SPECIES;species;387834307;8,59;18.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
432164;Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Brotula;Brotula barbata;;GCA_900303265.1;CEES;Norway;Europe;Europe;global_north;Scaffold;17578;4,24;ASM90030326v1;bearded brotula;SPECIES;species;485061200;8,69;20.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
1592065;Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Lamprogrammus;Lamprogrammus exutus;;GCA_900312555.1;CEES;Norway;Europe;Europe;global_north;Scaffold;4213;3,62;ASM90031255v1;;SPECIES;species;492850272;8,69;20.03.18;N/A;none;2021_January;Evolution of the immune system influences speciation rates in teleost fishes
182223;Eukaryota;Chordata;Actinopteri;Osmeriformes;Osmeridae;Hypomesus;Hypomesus nipponensis;;GCA_018346875.1;Kangwon National University;South Korea;Asia;Asia;global_north;Contig;2124;3,33;ASM1834687v1;Japanese smelt;SPECIES;species;34375595;7,54;12.05.21;"Illumina NovaSeq; PacBio Sequel";long;2021_June;Hypomesus nipponensis Genome sequencing and assembly
